OWNER_ID,OWNER_AGE,OWNER_GENDER,DISTRICT,DISTRICT_QUARTER,BREED1,BREED1_MIXED,BREED2,BREED2_MIXED,DOG_BIRTH_YEAR,DOG_GENDER,COLOR
100048,31-40,male,11,119,Continental Bulldog,,,,2009,male,white blotched
100052,51-60,male,6,61,Jack Russel Terrier,,,,2008,female,tricolor
100054,51-60,female,11,119,Mischling klein,,,,2006,female,black
100055,31-40,male,5,51,American Staffordshire Terrier,,Rhodesian Ridgeback,,2005,female,brown
100056,31-40,female,11,119,West Highland White Terrier,,,,2006,male,White
100057,41-50,female,3,31,Bichon Havanais,,,,1999,male,cream
100059,31-40,male,6,61,Yorkshire Terrier,,,,2007,female,black / tan
100060,51-60,male,11,115,Chihuahua,,,,2008,female,brown / white
100061,41-50,male,2,21,Cairn Terrier,,,,2009,female,brindle
100062,41-50,female,10,101,Chihuahua,,,,2008,male,white / beige
100063,41-50,male,9,92,Yorkshire Terrier,,Chihuahua,,2008,female,black
100063,41-50,male,9,92,Chihuahua,,,,2010,female,black / brown
100068,51-60,female,8,82,West Highland White Terrier,,,,2005,male,White
100070,51-60,female,9,92,Pekingese,,,,1962,male,Brown black
100074,71-80,female,8,83,Mischling klein,,,,2002,female,white / beige
100078,31-40,female,3,34,Chihuahua,,,,2008,female,White blue
100078,31-40,female,3,34,Chihuahua,,,,2010,male,tricolor
100082,41-50,female,3,31,Dackel,,,,2008,male,beige
100083,31-40,female,3,34,Chihuahua,,,,2008,male,beige
100099,51-60,female,7,74,Toy Pudel,,,,2002,female,White
100107,41-50,male,1,13,Labrador Retriever,,,,2003,male,black
100112,31-40,female,7,73,Whippet,,,,2002,female,tricolor
100114,41-50,male,9,92,Jack Russel Terrier,,,,2006,male,tricolor
100115,51-60,male,4,42,Foxterrier,,,,2008,female,White Brown
100118,41-50,female,3,31,Border Collie,,,,2008,female,tricolor
100123,31-40,male,9,91,Pekingese,Mixed,,,2008,female,golden
100127,81-90,female,6,61,Mischling klein,,,,2001,female,brown / black / white
100133,41-50,female,3,34,Chihuahua,,,,2011,male,tricolor
100133,41-50,female,3,34,Chihuahua,,,,2007,male,brown / white
100135,61-70,female,11,115,Mischling klein,,,,2004,female,black / brown
100136,81-90,female,11,119,Papillon,,,,2000,female,tricolor
100137,51-60,male,12,123,Malteser,,,,2007,female,White
100138,41-50,male,4,44,Boxer,,,,2009,female,blotched
100139,61-70,female,12,122,Mischling klein,,,,2009,male,white / beige
100142,41-50,male,4,42,Mops,,,,2005,female,beige
100147,21-30,female,2,24,Mischling klein,,,,2009,female,brown
100160,31-40,female,11,119,Chihuahua,,,,2007,male,beige
100161,61-70,male,6,63,Afghane,,,,2009,female,red
100163,31-40,female,10,101,Rehpinscher,,,,2006,male,brown
100168,51-60,male,7,71,Königspudel,,,,2009,male,black / tan
100169,51-60,female,11,115,Toypudel,,,,2008,female,White
100171,51-60,male,4,42,Golden Retriever,,,,2008,male,beige
100173,31-40,female,9,91,Mischling klein,,,,2008,female,black-and-white
100181,31-40,female,9,92,Malteser,,,,2011,female,White
100181,31-40,female,9,92,Zwergpudel,,,,2009,male,black
100184,21-30,female,8,82,Mops,,,,2008,male,black
100192,41-50,male,7,73,Gordon Setter,,,,2009,female,black / beige / gray
100194,61-70,male,7,71,Golden Retriever,,,,2002,female,golden
100199,51-60,male,11,115,Mischling klein,,,,2007,female,black
100200,21-30,female,10,101,Schäfer,,,,2009,male,White
100211,31-40,female,12,121,Mops,,,,2005,male,beige / black
100214,31-40,male,2,21,Berner Sennenhund,,,,2003,male,Brown black
100215,31-40,female,10,101,Mops,,,,2008,female,beige
100220,21-30,female,12,121,Chihuahua,,,,2008,male,beige
100221,31-40,male,9,92,Berner Sennenhund,,Appenzeller,,2007,female,tricolor
100222,31-40,male,3,31,Französische Bulldogge,,,,2007,female,blotched
100223,61-70,female,3,34,Mops,,,,2007,female,beige
100231,21-30,female,3,34,Chihuahua,,,,2008,male,beige
100239,61-70,male,12,121,Cocker Spaniel,,,,2005,female,black
100248,51-60,female,10,102,Labradoodle,,,,2011,male,black / brown
100249,61-70,female,7,71,Mops,,,,2008,male,beige
100252,31-40,male,11,115,Zwergpinscher,,,,2003,female,black / brown
100252,31-40,male,11,115,Zwergpinscher,,,,2005,male,black / brown
100257,51-60,female,12,123,Chihuahua,,,,2004,female,black / brown
100258,51-60,female,9,92,Terrier,Mixed,,,2009,female,tricolor
100261,51-60,male,9,92,Zwergpudel,,,,2005,male,black-and-white
100264,31-40,male,12,122,Dogo Argentino,,,,2006,male,White
100265,61-70,male,9,91,Mischling klein,,,,2006,female,black / brown
100270,51-60,male,12,122,Chihuahua,,,,2009,female,black-and-white
100276,51-60,female,9,92,West Highland White Terrier,,,,2002,male,White
100279,61-70,female,11,119,Yorkshire Terrier,,,,2009,female,blue / tan
100280,31-40,female,11,115,Toller,,,,2013,male,Red White
100285,31-40,female,4,42,Podenco,,,,2009,female,Red White
100287,21-30,female,10,101,Chihuahua,,,,2005,female,White Brown
100287,21-30,female,10,101,Spitz,,,,2014,male,White
100297,41-50,male,3,33,Parson Jack Russell Terrier,,,,2004,female,tricolor
100297,41-50,male,3,33,Parson Jack Russell Terrier,,,,2004,female,tricolor
100299,31-40,male,12,123,Pekingese,,,,2009,female,beige
100314,41-50,male,3,34,West Highland White Terrier,,,,2003,male,White
100327,31-40,male,4,42,Jack Russel Terrier,,,,2008,female,brown / white
100342,61-70,female,10,101,Zwergpinscher,,,,2007,male,black / brown / white
100343,41-50,female,7,72,Gordon Setter,,,,2009,male,black / tan
100351,21-30,female,12,122,Schäfer,Mixed,,,2005,male,Brown black
100352,21-30,female,6,61,Bichon frisé,,,,2004,female,White
100360,31-40,male,3,31,American Staffordshire Terrier,,,,2006,male,black
100372,31-40,female,2,24,Mops,,,,2004,female,beige
100391,41-50,female,6,63,West Highland White Terrier,,,,2003,female,White
100391,41-50,female,6,63,West Highland White Terrier,,,,2004,female,White
100393,61-70,female,4,44,Chihuahua,,,,2009,male,black red
100394,41-50,male,10,101,Deutscher Schäfer,,,,2004,male,gray / brown / black
100398,41-50,female,12,122,Golden Retriever,,,,2014,male,beige
100403,31-40,female,10,102,Norwich Terrier,,,,2003,female,tan
100416,61-70,male,3,34,Jack Russel Terrier,,,,2009,male,tricolor
100437,51-60,male,7,74,Labrador Retriever,Mixed,,,2011,female,dark brown
100438,51-60,male,6,61,Husky,,Bernhardiner,,2007,female,tricolor
100467,31-40,male,11,115,Französische Bulldogge,,,,2009,female,brown / white
100486,51-60,female,6,61,Bologneser,,Bichon,,2007,male,White
100512,51-60,male,3,34,Mischling klein,,,,2008,male,beige
100514,51-60,female,7,71,Labrador Retriever,Mixed,,,2003,female,black
100526,61-70,female,9,91,Mischling klein,,,,2010,male,beige
100527,41-50,female,7,71,Jack Russel Terrier,,,,2003,female,tricolor
100529,31-40,female,6,61,Rauhaar Dackel,,,,2008,male,black red
100530,61-70,female,2,24,Mops,,,,2011,female,beige
100532,21-30,female,2,21,Französische Bulldogge,,,,2012,male,brown
100533,41-50,male,7,73,Chihuahua,,,,2009,female,black / tan
100533,41-50,male,7,73,Chihuahua,,,,2008,female,cream
100537,31-40,female,6,63,Chihuahua,,,,2005,male,beige
100561,41-50,male,11,119,Schäfer,Mixed,,,2010,female,brown
100574,31-40,male,3,34,Sennenhund,Mixed,,,2012,male,tricolor
100630,41-50,male,4,42,Malteser,,,,2012,female,White
100645,61-70,female,8,81,Mudi,,,,2009,male,black
100647,61-70,female,2,21,Eurasier,,,,2009,female,red
100648,31-40,female,11,115,Jack Russel Terrier,Mixed,,,2015,male,black
100648,31-40,female,11,115,Berner Sennenhund,,Schäfer,,2007,female,black / brown
100661,61-70,male,3,34,Schäfer,Mixed,,,2009,female,Brown black
100663,51-60,male,3,31,Bolonka Zwetna,,,,2007,female,White
100665,51-60,female,4,42,Bolonka Zwetna,,,,2007,female,black / gray
100667,51-60,female,11,115,Cocker Spaniel,,Border Collie,,2008,male,black / brown
100759,51-60,female,7,73,Rhodesian Ridgeback,,,,2010,female,wheat
100761,41-50,female,11,111,Yorkshire Terrier,,,,2009,female,tricolor
100765,21-30,male,11,115,Chihuahua,,,,2009,female,tricolor
100765,21-30,male,11,115,Deutscher Schäfer,,,,2006,female,black yellow
100768,51-60,male,11,119,Jack Russel Terrier,,Yorkshire Terrier,,2007,female,black / brown / white
100776,41-50,female,11,111,Jack Russel Terrier,,,,2009,female,black-and-white
100789,31-40,female,9,92,Bolonka Zwetna,,,,2010,male,White black
100790,51-60,female,2,21,Foxterrier,,,,2010,male,tricolor
100793,21-30,female,12,122,Yorkshire Terrier,,,,2002,male,Brown black
100793,21-30,female,12,122,Yorkshire Terrier,,,,2008,female,black / brown
100809,41-50,female,7,74,Dalmatiner,,,,2007,female,White black
100820,41-50,male,7,71,Parson Russell Terrier,,,,2003,male,White Brown
100821,41-50,female,10,101,English Cocker Spaniel,,,,2009,female,red
100822,31-40,female,9,92,Pekingese,,,,2007,male,brown
100823,61-70,female,5,51,Yorkshire Terrier,,,,2009,female,blue / tan
100824,21-30,female,11,115,Pudel,,Chihuahua,,2009,female,Brown black
100833,31-40,female,11,115,Labrador Retriever,,,,2009,male,brown
100846,31-40,female,11,115,Australian Shepherd,,,,2010,female,tricolor
100846,31-40,female,11,115,Australian Shepherd,,,,2013,female,blue / merle
100849,51-60,female,2,23,Englische Bulldogge,,,,2009,male,beige / white
100852,71-80,female,3,33,Jack Russel Terrier,,Malinois,,2008,male,brown
100862,41-50,female,4,42,Mischling klein,,,,2009,female,Red White
100879,41-50,female,5,51,Mischling klein,,,,2006,male,white / beige
100891,41-50,male,2,23,Jack Russel Terrier,,,,2007,male,brown / white
100944,31-40,female,1,11,Chihuahua,,,,2009,male,beige
100962,41-50,female,7,73,Cavalier King Charles Spaniel,,,,2010,female,White Brown
100981,31-40,female,10,102,Rehpinscher,,,,2009,male,black / brown
101001,41-50,female,6,61,Mischling klein,,,,2010,male,brown
101003,41-50,female,11,115,Mischling klein,,,,2009,male,black / beige
101020,31-40,male,11,111,Shih Tzu,,,,2010,male,White Brown
101049,61-70,female,10,101,Pudel,,,,2009,female,black-and-white
101069,41-50,female,10,101,Border Collie,,Deutscher Schäfer,,2009,female,black / brown
101076,31-40,male,2,23,American Cocker Spaniel,,,,2009,female,black
101231,31-40,female,11,111,Border Collie,,,,2004,female,black-and-white
101236,51-60,female,4,44,Pekingese,,,,2009,female,brown
101242,71-80,female,9,91,Chihuahua,,Pinscher,,2007,female,tricolor
101276,41-50,female,7,72,Pudel,,,,2009,female,silver
101301,71-80,male,10,101,Tibetan Spaniel,,,,2009,male,sable
101302,41-50,female,4,44,Pekingese,,,,2007,male,brown / white
101314,51-60,male,5,52,Schäfer,,Riesenschnauzer,,2009,male,black / gray
101319,61-70,female,9,92,Bullmastiff,,,,2009,male,fauve
101324,21-30,female,3,33,Boxer,,,,2009,male,black
101342,61-70,female,7,74,Pekingese,Mixed,,,2003,male,black
101370,41-50,female,8,83,Chihuahua,Mixed,,,2005,female,black
101384,61-70,female,8,82,Rauhaar Dackel,,,,2010,female,saufarben
101428,71-80,female,4,42,West Highland White Terrier,,,,2005,female,White
101435,51-60,female,9,92,Volpino,,Whippet,,2009,female,beige
101451,51-60,female,1,11,Border Collie,,,,2010,female,black-and-white
101457,31-40,female,3,34,Yorkshire Terrier,,,,2009,female,tricolor
101459,51-60,female,4,42,Labrador Retriever,,,,2002,female,beige
101462,71-80,female,2,21,Mittelpudel,,,,2009,female,black
101481,41-50,female,4,42,Deutscher Jagdterrier,,,,2003,male,black / brown
101482,51-60,female,9,92,Zwergschnauzer,,,,2010,male,black
101484,31-40,female,9,92,Chihuahua,,,,2008,female,brown
101485,61-70,female,9,91,Labrador Retriever,,,,2010,female,beige
101485,61-70,female,9,91,Labrador Retriever,,Belgischer Schäfer,,2009,male,Brown black
101515,61-70,female,11,115,Mischling klein,,,,2001,male,cream
101550,21-30,male,3,34,Jack Russel Terrier,,,,2009,male,brown / white / black
101622,41-50,female,9,91,Mischling klein,,,,2003,male,black / brown / white
101624,61-70,female,9,92,Mischling klein,,,,2009,female,black / brown
101630,31-40,female,12,121,Pinscher,,,,2014,female,tan
101630,31-40,female,12,121,Mops,,,,2008,female,beige
101641,71-80,male,2,21,Labrador Retriever,,,,2010,female,black
101653,41-50,female,6,61,Französische Bulldogge,,,,2009,female,blotched
101659,41-50,male,6,61,Jack Russel Terrier,,,,2009,male,black / brown / white
101666,21-30,female,9,92,Chihuahua,,,,2009,male,light brown / white
101667,41-50,female,9,92,Hovawart,,,,2010,male,black
101669,61-70,female,11,115,Kromfohrländer,,,,2010,female,brown / white
101673,31-40,female,6,63,Sennenhund,Mixed,,,2010,female,tricolor
101674,61-70,male,2,23,Labrador Retriever,,,,2009,male,red
101699,51-60,female,6,61,Jack Russel Terrier,,,,2003,female,tricolor
101706,21-30,male,7,74,Australian Shepherd,,,,2003,female,black / brown
101707,61-70,female,11,111,Dachshund,Mixed,,,2009,female,black
101708,31-40,male,4,42,Mischling klein,,,,2008,female,black-and-white
101729,51-60,female,11,119,Pekingese,Mixed,,,2007,female,White Brown
101735,21-30,female,7,74,Mischling klein,,,,2004,female,Brown black
101735,21-30,female,7,74,Bergamasker,,,,2007,female,black / brown / gray
101742,51-60,female,10,101,Rhodesian Ridgeback,Mixed,,,2009,male,tan
101743,61-70,male,11,111,Malteser,,,,2009,female,White
101766,61-70,female,11,111,West Highland White Terrier,,,,2007,male,White
101766,61-70,female,11,111,Pudel,,,,2007,male,black
101768,61-70,female,11,119,Münsterländer,,Kooiker,,2012,female,white / brown / black
101800,31-40,female,9,92,Cocker Spaniel,,,,2005,male,brown
101806,31-40,female,11,111,Windhund,,Collie,,2002,female,tricolor
101811,41-50,female,5,52,Beagle,,,,2010,male,tricolor
101812,61-70,female,12,121,Border Collie,,,,2010,female,black-and-white
101822,31-40,female,6,61,Rhodesian Ridgeback,,,,2010,female,brown / red
101832,61-70,female,7,73,Chihuahua,,Pinscher,,2003,female,black / brown
101835,41-50,female,8,82,Welsh Terrier,,,,2010,male,Brown black
101836,21-30,female,11,119,Berner Sennenhund,,Collie,,2009,male,black / brown
101836,21-30,female,11,119,Dogo Canario,,,,2012,male,dark brindle
101843,51-60,female,11,111,Chihuahua,,,,2007,female,tricolor
101846,31-40,female,3,34,Chihuahua,,,,2009,male,tricolor
101856,31-40,male,9,92,Cavalier King Charles Spaniel,,,,2004,male,black / brown / white
101898,51-60,female,2,23,Husky,,Greyhound,,2008,female,beige
101906,41-50,female,5,51,Katalanischer Hirtenhund,,,,2001,female,Gray
101916,41-50,female,8,82,Golden Retriever,,Appenzeller,,2009,female,black / brown
101926,31-40,female,11,111,Boston Terrier,,,,2014,male,black-and-white
101932,31-40,female,6,61,Mischling klein,,,,2010,male,black-and-white
101941,31-40,female,6,61,Chihuahua,,,,2009,female,White
101943,51-60,female,11,111,Griffon,,,,2009,female,brown
101944,61-70,male,12,122,Podenco Ibicenco,,,,2007,female,Red White
101952,61-70,male,3,34,Chihuahua,,,,2009,male,tan
101960,31-40,female,4,41,Pudel,,,,2005,male,black
102011,61-70,male,9,92,Pinscher,,,,2010,female,black / brown
102028,21-30,female,3,31,Podenco,,Boxer,,2010,female,brown
102037,21-30,female,9,92,Pekingese,,,,2010,male,white / cream
102050,51-60,female,11,119,Mops,,,,2010,female,beige
102060,41-50,female,12,121,Pudel,,,,2009,female,black
102069,41-50,female,5,52,Bolonka Zwetna,,,,2009,male,black
102079,21-30,male,9,92,Jack Russel Terrier,,,,2007,male,tricolor
102083,21-30,female,11,111,Beagle,,,,2009,male,tricolor
102116,51-60,female,3,33,Prager Rattler,,Chihuahua,,2010,female,black
102118,41-50,male,9,92,Entlebucher,,Labrador Retriever,,2001,male,brown
102119,51-60,female,8,83,Mischling klein,,,,2011,female,tricolor
102123,31-40,female,11,119,Jack Russel Terrier,,,,2006,female,White black
102303,31-40,male,3,31,Mischling klein,,,,2009,female,tricolor
102320,71-80,female,7,74,Mischling klein,,,,2002,male,brown / white
102321,71-80,female,7,72,Flat Coated Retriever,,,,2010,male,dark brown
102325,31-40,female,4,42,Labrador Retriever,,,,2009,female,brown
102326,41-50,female,9,92,Terrier,,,,2009,male,White black
102328,21-30,female,11,111,Mops,,,,2012,male,beige
102330,71-80,male,7,73,Appenzeller,Mixed,,,2010,female,tricolor
102331,51-60,male,11,119,Zwergspitz,,,,2007,female,White
102340,61-70,female,12,122,Yorkshire Terrier,,,,2009,female,black / brown
102345,61-70,female,4,44,Mischling klein,,,,2004,female,Gray
102347,31-40,female,12,123,Yorkshire Terrier,,,,2010,female,black / tan
102347,31-40,female,12,123,Yorkshire Terrier,,,,2010,female,black / tan
102349,31-40,male,8,81,Labrador Retriever,,,,2010,female,black
102350,31-40,female,2,21,Griffon,,,,2008,female,black / white / beige
102378,21-30,female,9,92,Mops,,,,2006,female,black
102379,51-60,female,4,41,Mischling klein,,,,2010,female,white / beige
102395,41-50,female,12,121,Golden Retriever,,,,2006,female,golden
102398,61-70,female,2,24,Golden Retriever,,,,2010,female,golden
102398,61-70,female,2,24,Golden Retriever,,,,2011,male,golden
102402,71-80,male,7,72,Pinscher,,,,2009,female,black / brown
102407,31-40,female,4,44,Galgo Español,Mixed,,,2009,male,White Brown
102409,51-60,female,3,34,Yorkshire Terrier,,,,2009,female,Brown black
102410,51-60,male,9,92,Mischling klein,,,,2003,male,black
102411,31-40,female,9,92,Rehpinscher,,,,2009,male,black
102458,71-80,female,11,119,Pekingese,Mixed,,,2007,male,beige
102464,41-50,female,9,91,Mischling klein,,,,2008,female,gray / white / black
102468,51-60,male,4,44,Border Collie,,,,2009,male,black-and-white
102472,21-30,female,3,34,Mischling klein,,,,2014,male,brown / white
102474,51-60,male,11,111,Labrador Retriever,,,,2009,female,black
102579,51-60,male,8,83,Mops,,,,2010,male,beige
102700,31-40,female,7,74,Nova Scotia Duck Tolling Retriever,,,,2010,female,red
102704,71-80,male,7,74,Portugiesischer Wasserhund,,,,2010,male,black / brown
102705,41-50,female,7,71,Deutscher Boxer,,,,2010,male,yellow
102706,31-40,male,6,61,Boxer,,,,2010,male,yellow white
102709,51-60,female,11,111,Pekingese,,,,2005,female,black-and-white
102710,51-60,female,7,71,Berger des Pyrenées,,,,2010,female,Gray
102717,41-50,female,11,115,Chihuahua,,,,2011,male,brown / white
102734,41-50,female,10,101,Flat Coated Retriever,,,,2009,female,black
102735,41-50,female,6,61,Französische Bulldogge,,,,2009,male,White
102755,21-30,female,5,52,Mischling klein,,,,2010,male,brown
102757,31-40,male,2,21,Jack Russel Terrier,,,,2009,male,White Brown
102764,21-30,female,2,21,Collie,,Appenzeller Sennenhund,,2009,female,tricolor
102766,51-60,female,3,31,Chihuahua,,,,2007,female,White Brown
102766,51-60,female,3,31,Chihuahua,,,,2009,female,White Brown
102767,71-80,female,10,102,Dackel,,Terrier,,2006,male,black / brown / white
102789,31-40,male,9,92,Malteser,,,,2008,male,White
102847,31-40,female,2,21,Labrador Retriever,Mixed,,,2009,female,tan
102850,61-70,female,7,74,Hovawart,,,,2008,male,black
102866,41-50,male,6,61,Shar Pei,,Eurasier,,2012,female,black
102883,41-50,male,3,31,Lagotto Romagnolo,,,,2010,female,orange
102908,61-70,female,11,119,Mischling klein,,,,2006,female,grey black
102913,61-70,female,3,33,Mischling klein,,,,2007,male,brown / white
102914,31-40,female,12,122,Französische Bulldogge,,,,2010,female,brown brindle
102916,51-60,female,8,81,Mischling klein,,,,2007,male,gray / white / beige
102925,31-40,male,3,31,Mischling klein,,,,2005,male,tricolor
102929,41-50,male,7,74,Zwergdackel,,,,2010,female,brown
102933,41-50,female,9,92,Havaneser,,,,2010,male,White Brown
102938,51-60,male,9,91,Foxterrier,,,,2010,male,tricolor
103014,31-40,female,10,101,Niederlaufhund,Mixed,,,2004,female,dark brown
103015,41-50,female,12,123,Bolonka Zwetna,,,,2009,male,black
103015,41-50,female,12,123,Bolonka Zwetna,,,,2013,male,beige
103020,51-60,female,6,63,Airedale Terrier,,,,2010,female,black / tan
103021,41-50,female,3,31,Jack Russel Terrier,,,,2010,male,White
103023,21-30,male,6,63,Jack Russel Terrier,,,,2010,male,White
103040,41-50,male,11,119,Pekingese,,,,2011,male,black / brown
103050,61-70,male,7,72,Labrador Retriever,,,,2010,female,black
103063,31-40,female,11,115,Labrador Retriever,,,,2009,male,yellow
103063,31-40,female,11,115,Malteser,,,,2011,female,White
103063,31-40,female,11,115,Chihuahua,,,,2012,female,beige
103077,51-60,female,4,41,Coton de Tulear,,,,2010,male,black / brown
103086,51-60,female,9,92,Bolonka Zwetna,,,,2010,male,black / tan
103094,51-60,female,8,82,Bolonka Zwetna,,,,2010,male,cream
103118,31-40,female,7,72,Chihuahua,,,,2010,female,Brown beige
103132,31-40,male,4,41,Französische Bulldogge,,,,2010,female,dark brindle
103144,41-50,female,7,71,West Highland White Terrier,,,,2010,male,White
103146,41-50,female,10,102,Malteser,,,,2010,male,White
103146,41-50,female,10,102,Malteser,,,,2010,male,White
103149,41-50,female,2,24,Jack Russel Terrier,,,,2008,female,tricolor
103149,41-50,female,2,24,Jack Russel Terrier,,,,2010,male,White black
103186,51-60,male,2,21,Golden Retriever,,,,2007,female,blond color
103192,51-60,female,3,33,Zwergpudel,,,,2010,female,black / tan
103197,61-70,female,2,23,Mischling klein,,,,2010,female,tan
103203,71-80,male,10,101,Jack Russel Terrier,,,,2009,male,tricolor
103207,71-80,male,7,73,Labrador Retriever,,,,2006,female,black
103211,41-50,male,11,119,Französische Bulldogge,,,,2002,female,White
103219,41-50,female,4,42,Französische Bulldogge,,,,2005,female,black-and-white
103251,21-30,male,9,91,Deutscher Schäfer,,,,2007,male,black
103260,51-60,female,2,21,Terrier,Mixed,,,2004,male,Brown beige
103271,41-50,female,12,123,Chihuahua,,,,2010,male,brown
103272,51-60,male,1,11,Cocker Spaniel,,,,2003,female,reddish brown mold
103273,61-70,female,9,91,Barbet,,,,2010,female,brown
103275,41-50,male,3,31,Magyar Viszla,,,,2010,male,yellow
103276,51-60,female,3,34,Lagotto Romagnolo,,,,2010,male,multicolored
103332,61-70,female,2,21,Malteser,Mixed,,,2009,male,White
103360,41-50,female,9,92,Mischling klein,,,,2010,male,beige
103371,51-60,male,2,24,Zwergpudel,,,,2009,male,black / tan
103421,61-70,female,11,111,Bolonka Zwetna,,Shih Tzu,,2006,female,tricolor
103430,41-50,male,11,111,Mittelspitz,,,,2009,female,White
103438,51-60,female,9,92,Sheltie,Mixed,,,2009,female,beige
103460,31-40,female,10,101,Hirtenhund,Mixed,,,2010,female,White
103464,61-70,female,7,74,Zwergpudel,,,,2013,male,apricot
103471,31-40,female,11,119,Bolonka Zwetna,,,,2010,male,brown / white
103530,71-80,female,10,101,Mischling klein,,,,2006,male,light brown / white
103535,31-40,female,3,31,Flat Coated Retriever,,,,2010,female,brown
103585,51-60,female,11,119,Schäfer,,Border Collie,,2005,female,black-and-white
103591,31-40,male,6,61,Jack Russel Terrier,,,,2010,male,White-red
103603,51-60,female,7,72,Jack Russel Terrier,Mixed,,,2006,female,White black
103609,31-40,female,7,72,West Highland White Terrier,,,,2010,female,White
103616,71-80,male,10,101,Mischling klein,,,,2009,male,black / brown
103617,51-60,female,10,101,Dackel,Mixed,,,2009,female,black
103617,51-60,female,10,101,Dackel,,Terrier,,2013,female,black
103618,21-30,female,7,72,Border Collie,Mixed,,,2004,male,black-and-white
103619,51-60,female,12,122,Chihuahua,,,,2010,male,brown / white
103619,51-60,female,12,122,Chihuahua,,,,2007,male,gray / brown / white
103627,31-40,male,7,74,Deutscher Boxer,,,,2010,female,brown brindle
103651,51-60,male,9,91,Lagotto Romagnolo,,,,2010,male,orange
103662,71-80,female,7,72,Border Collie,Mixed,,,2009,male,black-and-white
103667,71-80,male,9,91,Pudel,,Pekingese,,2011,female,beige / black
103689,41-50,female,12,121,West Highland White Terrier,,,,2010,male,White
103690,41-50,female,9,91,Landseer,,,,2010,male,White black
103709,31-40,female,3,31,West Highland White Terrier,,,,2008,female,White
103724,61-70,female,7,72,Rauhaar Dackel,,,,2010,male,saufarben
103725,61-70,female,3,31,Mischling klein,,,,2002,male,White
103731,51-60,female,3,31,Sibirischer Husky,,,,2002,female,black-and-white
103807,41-50,female,11,111,Labrador Retriever,,,,2010,male,black
103809,61-70,female,9,91,Mischling klein,,,,2010,male,black / brown
103811,41-50,female,8,82,Mischling gross,,,,2013,female,Red White
103811,41-50,female,8,82,Mischling gross,,,,2011,male,tricolor
103845,51-60,female,3,33,Labrador Retriever,,,,2010,male,black
103847,31-40,female,7,74,West Highland White Terrier,,,,2010,male,White
103850,41-50,female,2,21,Australian Shepherd,,,,2013,male,red merle
103854,71-80,male,7,74,West Highland White Terrier,,,,2010,male,White
103881,81-90,female,10,101,Labrador Retriever,Mixed,,,2007,male,black
103884,61-70,male,10,101,Spaniel,,,,2010,male,White Brown
103885,51-60,female,11,111,Malteser,,,,2010,female,White
103890,61-70,male,6,61,Französische Bulldogge,,,,2013,male,fawn
103892,61-70,female,2,23,Airedale Terrier,,,,2010,male,black / tan
103895,71-80,female,11,119,Terrier,,,,2007,male,black
103896,41-50,male,11,111,Papillon,,,,2006,male,brown / white
103897,31-40,female,4,42,English Cocker Spaniel,,,,2010,female,sable
103897,31-40,female,4,42,Cocker Spaniel,,,,2011,female,sable
103910,61-70,female,7,74,Löwchen,,,,1999,female,cream
103938,41-50,male,11,111,Dackel,,,,2000,female,black
103963,41-50,female,12,122,Zwergpudel,,,,2007,male,black
103974,31-40,female,10,102,Zwergschnauzer,,,,2009,female,Gray
103975,61-70,male,2,23,Berner Sennenhund,,,,2010,female,black / brown / white
103984,31-40,female,2,24,Italienisches Windspiel,,,,2009,female,black / brown
103988,51-60,female,11,111,Foxterrier,,,,2009,male,tricolor
103991,31-40,female,11,111,Labrador Retriever,,,,2005,male,yellow
104018,71-80,female,9,92,Chihuahua,,,,2010,female,White Brown
104023,21-30,female,3,33,Chihuahua,,,,2010,female,White Brown
104038,21-30,female,9,92,Malteser,,,,2006,male,White
104055,61-70,male,7,71,Golden Retriever,,,,2008,female,blond color
104056,31-40,male,10,102,Continental Bulldog,,,,2010,female,Red White
104074,71-80,female,11,119,Schäfer,Mixed,,,2010,female,black / beige / gray
104131,41-50,female,8,81,Mischling klein,,,,2001,female,black-and-white
104137,41-50,female,6,63,Mischling gross,,,,2007,female,White Brown
104137,41-50,female,6,63,Flat Coated Retriever,,,,2010,male,black
104140,61-70,male,4,41,Appenzeller Sennenhund,,Jack Russel Terrier,,2003,male,black-and-white
104140,61-70,male,4,41,Mischling klein,,,,1998,female,dark brown
104140,61-70,male,4,41,Dackel,Mixed,,,2001,female,saufarben
104159,31-40,male,10,102,Chihuahua,,,,2010,male,black / tan
104159,31-40,male,10,102,Chihuahua,,,,2010,female,beige
104160,41-50,male,4,44,Yorkshire Terrier,,,,2003,female,black / tan
104195,21-30,female,2,21,Shetland Sheepdog,,,,2008,male,gray / white / black
104206,31-40,male,8,83,Sennenhund,,,,2008,male,tricolor
104214,51-60,male,8,83,Belgischer Schäfer,,Tervueren,,2004,male,red / brown
104214,51-60,male,8,83,Welsh Corgi,,,,2006,female,tricolor
104222,41-50,female,9,92,Border Terrier,,,,2013,female,red grizzle
104227,51-60,female,11,111,Labrador Retriever,,Schäfer,,2010,female,black / brown
104261,41-50,female,11,111,Yorkshire Terrier,,,,2010,male,tan
104262,31-40,male,1,12,Mischling klein,,,,2004,female,black
104269,21-30,female,3,31,Golden Retriever,,,,2006,male,tricolor
104300,51-60,male,7,73,Mischling gross,,,,2010,female,brown
104305,31-40,female,7,72,Zwergdackel,,,,2012,male,black red
